Rank,College Name,Avg_Doc_DSS,Risk_Score,Rank_Score
3433,Government Polytechnic College,50.93,37.03,43.98
3434,Shri Bhairavnath Nisarg Mandals Diploma in Engineering and Technology Polytechnic Institute,56.49,31.46,43.97
3435,Kongu Polytechnic College,58.13,29.79,43.96
3436,Rayat and Bahra Institute of Engineering and Nano Technology,68.84,19.08,43.96
3437,DPG Polytechnic,54.06,33.86,43.96
3438,TRUBA Institute of Engineering and Information Technology,68.58,19.33,43.96
3439,Indian Institute of Information Technology,51.46,36.44,43.95
3440,Pailan College of Management and Technology,54.62,33.27,43.95
3441,VNS Group of Institutions,63.51,24.38,43.95
3442,Uttaratech Polytechnic,57.01,30.89,43.95
3443,Lenora College of Engineering,65.65,22.2,43.93
3444,Calcutta Institute of Engineering and Management,60.55,27.31,43.93
3445,Sri Kalahastheeswara Institute of Technology,62.0,25.87,43.93
3446,MRK Institute of Technology,56.12,31.73,43.93
3447,Greater Kolkata College of Engineering and Management,52.44,35.4,43.92
3448,Government Polytechnic,62.9,24.95,43.92
3449,Sahrdaya College of Engineering and Technology,56.25,31.58,43.92
3450,Government Leather Institute,63.9,23.95,43.92
3451,Guru Arjan Dev Polytechnic College,54.54,33.26,43.9
3452,GICTS Group of Institutions,59.09,28.71,43.9
3453,Maratha Mandal Polytechnic,62.84,24.95,43.9
3454,Glocal School of Science and Technology,55.98,31.79,43.89
3455,Bharat College of Engineering,65.95,21.83,43.89
3456,Bharathidasan University,44.69,43.08,43.88
3457,Central Institute of Plastics Engineering and Technology,57.19,30.57,43.88
3458,Samrat Ashok Polytechnic,60.14,27.6,43.87
3459,Rama University,43.69,44.04,43.86
3460,Mauli Group of Institutions,63.17,24.55,43.86
3461,BLDE Association's Shri Sanganabasav Mahaswamiji Polytechnic,40.99,46.71,43.85
3462,Elitte Institute of Engineering and Management,57.49,30.19,43.84
3463,Nandha Engineering College,64.58,23.07,43.83
3464,Islamic University of Science and Technology,69.03,18.63,43.83
3465,Shri Ram Polytechnic,68.38,19.29,43.83
3466,Maharaja Institute of Technology,59.9,27.73,43.82
3467,ULTRA College of Engineering and Technology,53.66,33.98,43.82
3468,Sri Chandrasekharendra Saraswathi Viswa Mahavidyalaya,67.1,20.49,43.8
3469,Vaigai College of Engineering,52.26,35.31,43.79
3470,Government Polytechnic,66.75,20.81,43.78
3471,RISE Krishna Sai Polytechnic College,55.98,31.58,43.78
3472,CPCL Polytechnic College,61.87,25.69,43.78
3473,ICFAI University,66.81,20.75,43.78
3474,Government Polytechnic,57.58,29.97,43.78
3475,Adhiparasakthi College of Engineering,56.95,30.58,43.77
3476,Maharaja Agresen Institute of Technology,49.53,37.99,43.76
3477,Oriental Institute of Science and Technology,57.32,30.2,43.76
3478,Rajarshi Shahu College of Engineering,56.53,30.96,43.75
3479,KORM College of Engineering,59.53,27.97,43.75
3480,Akole Taluka Education Societys Faculty of Polytechnic,63.59,23.91,43.75
3481,Sri Sunflower College of Engineering and Technology,56.93,30.57,43.75
3482,Sudheer Reddy College of Engineering and Technology for Women,53.87,33.61,43.74
3483,Gyan Ganga Polytechnic,65.48,21.98,43.73
3484,Padmabhooshan Vasantdada Patil Institute of Technology,63.66,23.8,43.73
3485,Sapthagiri College of Engineering,64.9,22.53,43.72
3486,Government Polytechnic,58.91,28.54,43.72
3487,Viswanadha Institute of Technology and Management,56.32,31.11,43.72
3488,Rama Engineering College,66.55,20.89,43.72
3489,Venus Institute of Design and Architecture,46.87,40.55,43.71
3490,Rajasthan Institute of Engineering and Technology,65.23,22.19,43.71
3491,Vasavi College of Engineering,59.88,27.49,43.69
3492,Madanapalle Institute of Technology and Science,61.79,25.59,43.69
3493,Gwalior Institute of Technology and Science,52.34,35.03,43.68
3494,Sri Mittapalli Institute of Technology for Women,63.11,24.25,43.68
3495,Truba College of Science and Technology,63.9,23.46,43.68
3496,Latthe Education Society's Polytechnic,47.72,39.64,43.68
3497,Government Polytechnic,64.96,22.38,43.67
3498,Babasaheb Bhimrao Ambedkar University,62.09,25.25,43.67
3499,Government Engineering College,61.81,25.53,43.67
3500,Thapar Institute of Engineering and Technology,65.2,22.13,43.67
3501,Raman Bhakta School of Architecture,52.37,34.92,43.65
3502,Madha Engineering College,46.36,40.93,43.65
3503,Career Point University,55.92,31.38,43.65
3504,Roorkee College of Polytechnic,59.4,27.9,43.65
3505,Prasad V Potluri Siddhartha Institute of Technology,56.45,30.83,43.64
3506,Supraja Institute of Technology and Science,53.91,33.37,43.64
3507,Kamala Institute of Technology and Science,55.48,31.77,43.63
3508,TERI School of Advanced Studies,65.27,21.96,43.61
3509,Assam Down Town University,65.72,21.51,43.61
3510,College of Engineering Roorkee,66.82,20.41,43.61
3511,Ferozepur College of Engineering and Technology,57.24,29.96,43.6
3512,Institute for Design of Electrical Measuring Instruments,64.53,22.66,43.59
3513,Greater Noida College of Technology,47.47,39.71,43.59
3514,Government Polytechnic College,62.83,24.36,43.59
3515,Chandigarh University,55.03,32.14,43.59
3516,Everest College of Engineering and Technology,65.23,21.95,43.59
3517,Centre For Bioinformatics,62.05,25.11,43.58
3518,Jeppiaar Institute of Technology,63.0,24.15,43.58
3519,Mangalam College of Engineering,60.1,27.05,43.58
3520,JIS College of Engineering,60.97,26.18,43.58
3521,Sree Rama Government Polytechnic College,46.86,40.28,43.57
3522,Central Institute of Technology,53.16,33.99,43.57
3523,Shree Institute of Science and Technology,43.03,44.08,43.56
3524,Chaudhary Ranbir Singh University,61.74,25.38,43.56
3525,Vidyavardhini Institute of Technology,62.07,25.06,43.56
3526,Akal College of Engineering and Technology,59.93,27.17,43.55
3527,Aalim Muhammed Salegh Polytechnic College,56.71,30.4,43.55
3528,Ch Ranbir Singh State Institute of Engineering and Technology,52.14,34.94,43.54
3529,Tirupati College of Polytechnic and Pharmacy,62.4,24.68,43.54
3530,Infinity Management and Engineering College,50.46,36.63,43.54
3531,Rajahmundry Engineering College,61.74,25.32,43.53
3532,Shri Balwant Institute of Technology,58.89,28.17,43.53
3533,SR Institute of Management and Technology,61.06,26.0,43.53
3534,Galaxy Global Imperial Technical Campus,66.8,20.26,43.53
3535,Jaya College of Engineering and Technology,60.63,26.41,43.52
3536,Government Polytechnic,65.35,21.68,43.51
3537,PA College of Engineering,63.72,23.31,43.51
3538,Dehradun Institute of Technology,54.5,32.5,43.5
3539,International Maritime Institute,44.31,42.67,43.49
3540,Dr SS Bhatnagar University Institute of Chemical Engineering and Technology,62.42,24.56,43.49
3541,Elumalaiyan Polytechnic College,62.06,24.92,43.49
3542,Atal Bihari Vajpayee Indian Institute of Information Technology and Management Gwalior,46.64,40.33,43.48
3543,MK School of Engineering and Technology,41.51,45.44,43.48
3544,Chitkara Polytechnic,56.72,30.24,43.48
3545,University Institute of Engineering and Technology,66.24,20.7,43.47
3546,Ashtvinayak Institute of Technology,48.09,38.85,43.47
3547,Farooqia Women's Polytechnic,50.99,35.95,43.47
3548,Santosh N Darade Polytechnic,67.92,19.02,43.47
3549,Babu Banarsi Das Institute of Engineering Technology and Research Centre,51.92,35.03,43.47
3550,Godavari College of Engineering,68.11,18.8,43.46
3551,Utkalmani Gopabandhu Institute of Engineering,44.34,42.58,43.46
3552,St Joseph's College of Engineering and Technology,59.32,27.6,43.46
3553,Roorkee Institute of Technology,67.75,19.18,43.46
3554,Aamdar Kashinathji Mengal Polytechnic,65.14,21.77,43.46
3555,RVR and JC College of Engineering,56.36,30.54,43.45
3556,Vidya Bharathi Institute of Technology,47.76,39.14,43.45
3557,DE Society's Technical Institute,54.31,32.59,43.45
3558,Jaipur Engineering College and Research Centre,47.66,39.23,43.44
3559,Pathankot Polytechnic College,45.17,41.71,43.44
3560,Sree Sastha College of Engineering,61.18,25.69,43.43
3561,Surajmal College of Engineering and Management,52.2,34.67,43.43
3562,Imperial College of Engineering and Research,51.52,35.34,43.43
3563,Bhupendra Narayan Mandal University,62.9,23.93,43.41
3564,Guru Tegh Bahadur Institute of Technology,40.2,46.6,43.4
3565,Scholar Institute of Technology and Management,59.27,27.54,43.4
3566,Maharaja Agrasen Institute of Technology,51.97,34.82,43.4
3567,Annai College of Polytechnic,52.87,33.92,43.4
3568,Medha College of Engineering,64.94,21.86,43.4
3569,PSN Engineering College,52.83,33.97,43.4
3570,Krishna Engineering College,64.97,21.82,43.39
3571,Sai Institute of Engineering and Technology,44.14,42.64,43.39
3572,Subhash Kool College of Engineering,41.58,45.21,43.39
3573,Pannaikadu Veerammal Paramasivam College of Engineering and Technology for Women,62.04,24.7,43.37
3574,Hemnalini Memorial College of Engineering,40.88,45.86,43.37
3575,Noble College of Engineering and Technology for Women,52.11,34.62,43.36
3576,Padmanava College of Engineering,49.02,37.7,43.36
3577,Heera College of Engineering and Technology,63.71,23.0,43.36
3578,Sou Venutai Chavan Polytechnic,53.43,33.3,43.36
3579,Siddhi Vinayak College of Science and Higher Education,60.16,26.54,43.35
3580,Mangalmay Institute of Management and Technology,64.61,22.09,43.35
3581,Rao Bahadur Y Mahabaleshwarappa Engineering College,64.19,22.51,43.35
3582,Guru Nanak Institute of Technology,49.84,36.85,43.35
3583,Varuvan Vadivelan Institute of Technology,60.61,26.06,43.34
3584,Rajiv Gandhi Institute For Steel Technology,49.69,36.96,43.33
3585,Sher-e-Kashmir University of Agricultural Sciences and Technology of Kashmir,51.94,34.7,43.32
3586,Amrita School of Engineering,49.85,36.79,43.32
3587,Ideal Institute of Technology,61.79,24.85,43.32
3588,Vemana Institute of Technology,43.71,42.93,43.32
3589,MAEER's MIT Polytechnic,55.62,31.0,43.31
3590,Government Polytechnic College,51.31,35.32,43.31
3591,PAC Ramasamy Raja Polytechnic College,47.59,39.01,43.3
3592,Matoshri Aasarabai Polytechnic,58.12,28.48,43.3
3593,RR Institute of Technology,67.73,18.86,43.3
3594,Baruipur Government Polytechnic,63.8,22.8,43.3
3595,Sachdeva Institute of Technology,54.91,31.66,43.29
3596,Dr SG Reddy Polytechnic,57.34,29.23,43.29
3597,Sree Chaitanya College of Engineering,55.66,30.91,43.29
3598,Abhinav Hi-Tech College of Engineering,44.64,41.94,43.29
3599,College of Engineering,62.28,24.3,43.29
3600,South Point Institute of Technology and Management,63.75,22.82,43.29
3601,Pinnacle School of Engineering and Technology,60.35,26.22,43.29
3602,Shatabdi Institute of Technology,64.31,22.25,43.28
3603,Bipradas Pal Chowdhury Institute of Technology,60.48,26.08,43.28
3604,PMR Engineering College,58.62,27.91,43.27
3605,Bhai Mani Singh Polytechnic College,61.59,24.93,43.26
3606,Government Polytechnic,57.05,29.48,43.26
3607,Government Engineering College,50.12,36.4,43.26
3608,BKR College of Engineering and Technology,48.55,37.95,43.25
3609,The Kavery College of Engineering,56.44,30.03,43.24
3610,Abbnoor Polytechnic College,58.2,28.26,43.23
3611,Jaya Polytechnic College,62.49,23.98,43.23
3612,MM College of Technology,51.64,34.79,43.22
3613,Akal College of Agriculture,52.27,34.18,43.22
3614,ShriRam Institute of Information Technology,65.5,20.94,43.22
3615,SCAD College of Engineering and Technology,45.69,40.76,43.22
3616,Mahatma Jyotiba Phule Government Polytechnic,60.26,26.18,43.22
3617,Sister Nivedita University,48.03,38.41,43.22
3618,Malik Sandal Polytechnic,66.7,19.71,43.2
3619,AR College of Engineering and Technology,56.87,29.52,43.2
3620,Vallabh Budhi Polytechnic,40.58,45.79,43.19
3621,Aryabhatt College of Engineering and Technology,58.52,27.86,43.19
3622,Excel Polytechnic College,65.63,20.75,43.19
3623,Gargi Memorial Institute of Technology,61.51,24.84,43.18
3624,Bakhshi Polytechnic,44.94,41.42,43.18
3625,Vidya Vikas Pratishthan Institute of Engineering and Technology,41.08,45.27,43.18
3626,Global College of Engineering and Technology,62.96,23.39,43.18
3627,Disha Institute of Management and Technology,44.02,42.35,43.18
3628,Fakir Mohan University,50.63,35.72,43.18
3629,ICFAI University,55.61,30.73,43.17
3630,Jogaiah Institute of Technology and Sciences,40.97,45.37,43.17
3631,West Godavari Institute of Science and Engineering,49.39,36.94,43.17
3632,Sarojini Institute of Technology,42.02,44.31,43.17
3633,Punjab Engineering College,49.76,36.58,43.17
3634,Shri Vaishnav Polytechnic College,59.64,26.69,43.17
3635,Gojan School of Business and Technology,41.64,44.69,43.16
3636,Future Institute of Engineering and Technology,66.22,20.1,43.16
3637,Adusumalli Vijaya College of Engineering and Research Centre,53.19,33.1,43.15
3638,KJ Somaiya College of Engineering,46.78,39.52,43.15
3639,Paavai Polytechnic College,57.14,29.16,43.15
3640,Institute of Technology and Management,58.29,27.99,43.14
3641,Canara Engineering College,64.98,21.28,43.13
3642,Yogananda Institute of Technology and Science,49.52,36.74,43.13
3643,Mukhi Polytechnic,53.28,32.98,43.13
3644,Dr Akhilesh Das Gupta Institute of Technology and Management,57.19,29.05,43.12
3645,Netaji Institute of Engineering and Technology,49.4,36.83,43.12
3646,Erode Institute of Chemical Technology Polytechnic College,46.95,39.29,43.12
3647,Sri BalaKrishna Polytechnic College,66.46,19.76,43.11
3648,Government Polytechnic,46.45,39.77,43.11
3649,SKDAV Government Polytechnic,54.88,31.32,43.1
3650,SV Government Polytechnic,62.4,23.8,43.1
3651,Mukesh Patel School of Technology Management and Engineering,49.72,36.46,43.09
3652,Dungarpur College of Engineering and Technology,61.22,24.96,43.09
3653,Jawaharlal College of Engineering and Technology,67.73,18.43,43.08
3654,Gudiyattam Polytechnic College,65.63,20.53,43.08
3655,Rao Jai Ram Polytechnic,45.51,40.65,43.08
3656,TKM College of Engineering,63.02,23.14,43.08
3657,Priyadarshini Institute of Technology and Science,65.34,20.78,43.06
3658,Chalapathi Institute of Engineering and Technology,40.26,45.87,43.06
3659,Institute of Engineering and Technology,66.33,19.8,43.06
3660,Shri Balaji Institute of Technology and Management,51.01,35.1,43.05
3661,Asan Memorial College of Engineering and Technology,55.18,30.91,43.05
3662,Vidhyapeeth Institute of Science and Technology,56.0,30.07,43.04
3663,Dr DY Patil Institute of Technology,52.43,33.64,43.04
3664,Dr KN Modi University,58.89,27.2,43.04
3665,Nagesh Karajgi Orchid College of Engineering and Technology,54.21,31.88,43.04
3666,Central Institute of Plastics Engineering and Technology,56.01,30.06,43.04
3667,RC Patel Institute of Pharmaceutical Education and Research,59.86,26.22,43.04
3668,College of Engineering,65.19,20.88,43.03
3669,TKM Institute of Technology,67.52,18.55,43.03
3670,St John College of Engineering and Management,52.86,33.19,43.03
3671,PSV Polytechnic College,60.69,25.37,43.03
3672,Government Polytechnic College,60.53,25.51,43.02
3673,PES Polytechnic,61.82,24.21,43.02
3674,Maharaja Engineering College,60.69,25.35,43.02
3675,KCE Society's College of Engineering and Information Technology,66.98,19.06,43.02
3676,Vishwakarma Institute of Information Technology,48.05,37.98,43.01
3677,Oriental College of Technology,60.81,25.2,43.0
3678,Dr JJ Magdum Polytechnic,59.82,26.17,43.0
3679,Doon University,48.02,37.97,42.99
3680,Sri Ranganathar Institute of Polytechnic College,64.4,21.58,42.99
3681,Shri JM Sabva Institute of Engineering and Technology,51.13,34.83,42.98
3682,Sai Institute of Engineering and Technology,63.73,22.23,42.98
3683,Adithya Institute of Technology,48.1,37.87,42.98
3684,Srinivasa Institute of Engineering and Technology,62.3,23.64,42.97
3685,Government Co Ed Polytechnic,56.54,29.41,42.97
3686,MP School of Engineering,61.76,24.16,42.96
3687,Mahavir Swami College of Engineering and Technology,60.09,25.84,42.96
3688,Guru Teg Bahadur Khalsa Polytechnic College,57.01,28.91,42.96
3689,College of Engineering,62.42,23.49,42.95
3690,Dev Bhoomi Institute of Technology,53.39,32.52,42.95
3691,Bhadrak Institute of Engineering and Technology,47.13,38.73,42.93
3692,Eastern Academy of Science and Technology,60.65,25.21,42.93
3693,Dr KN Modi Institute of Engineering and Technology,62.56,23.29,42.93
3694,Vision Institute of Technology,61.12,24.75,42.93
3695,Echelon Institute of Technology,49.15,36.69,42.92
3696,CSMSS College of Polytechnic,65.84,19.99,42.91
3697,Shri Sai Polytechnic College,63.14,22.68,42.91
3698,Savitri Bai Phule Government Girls Polytechnic,51.35,34.44,42.9
3699,Gourishankar Polytechnic,61.07,24.73,42.9
3700,Indira Gandhi Institute of Technology,55.52,30.29,42.9
3701,Prestige Institute of Engineering and Science,56.68,29.12,42.9
3702,VJ Shinde College of Engineering,43.82,41.99,42.9
3703,Shriram Institute of Engineering and Technology Polytechnic,53.04,32.74,42.89
3704,BITS Pilani,52.66,33.09,42.88
3705,Amity Institute of Food Technology,53.25,32.5,42.88
3706,NA Manjammal Polytechnic College,55.46,30.3,42.88
3707,Vedant College of Engineering and Technology,54.76,30.99,42.88
